Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-09-20,Kiara Sampath,Bareilly,4,2,1646,8858786
2023-09-29,Bhamini Talwar,Vadodara,4,2,1947,6885738
2023-09-19,Dharmajan Vala,Mango,4,2,890,3089642
2023-09-09,Raunak Shukla,Haridwar,2,2,1371,2286378
2023-09-11,Himmat Doctor,Jalandhar,1,2,768,6997028
2023-09-30,Farhan Sandal,Bidhannagar,3,0,1283,6970795
2023-09-30,Divyansh Kaur,Gurgaon,1,0,1834,2101022
2023-09-17,Kiara Dutt,Dharmavaram,3,2,1932,8320188
2023-09-28,Abram Arya,Gandhidham,2,2,1446,8369094
2023-09-13,Fateh Chauhan,Durgapur,1,1,1123,8799108
2023-09-15,Lakshay Mani,Haldia,1,2,834,1210416
2023-09-15,Raunak Trivedi,Jalandhar,3,0,678,3886031
2023-10-01,Kaira Bandi,Indore,3,0,779,7547175
2023-09-10,Riya Chaudhari,Loni,4,1,708,6679605
2023-09-22,Nitya Bal,Burhanpur,2,1,841,1359684
2023-09-12,Zoya Johal,Satna,1,1,1288,8287437
2023-09-28,Jivin Mangal,Bijapur,3,2,1604,7331837
2023-09-28,Hazel Lad,Srikakulam,4,0,942,2222810
2023-09-15,Abram Johal,Madurai,4,1,636,4375033
2023-09-08,Uthkarsh Ganesh,Kurnool,4,2,777,9228162
2023-09-21,Armaan Deshmukh,Loni,1,1,1551,5279748
2023-09-04,Devansh Dar,Nagercoil,2,1,1458,2814097
2023-09-24,Miraan Dalal,Vellore,4,0,945,3898831
2023-09-26,Jivika Jaggi,Rajahmundry,2,1,928,2961046
2023-09-04,Romil Kari,Bijapur,4,0,717,9903609
2023-09-19,Pari Sabharwal,Davanagere,2,2,992,8310817
2023-09-27,Yashvi Rao,Narasaraopet,3,2,1221,2076772
2023-09-24,Khushi Chacko,Erode,3,2,1149,7180363
2023-09-27,Anika Garg,Coimbatore,2,2,1252,6580008
2023-09-07,Jayant Soni,Durgapur,1,0,1595,6301079
2023-09-09,Fateh Soman,Bhusawal,4,1,1132,3693976
2023-10-02,Charvi Tandon,Indore,2,0,1512,5877557
2023-09-27,Divij Chatterjee,Jhansi,4,0,796,8109865
2023-09-25,Piya Dar,Surendranagar Dudhrej,1,1,749,9296450
2023-09-24,Keya Gara,Berhampore,3,1,501,7195842
2023-09-20,Hridaan Mall,Naihati,3,1,986,2133926
2023-09-23,Saanvi Kumer,Katni,3,1,579,3302316
2023-09-10,Ehsaan Sehgal,Tiruchirappalli,3,0,629,7995806
2023-09-15,Farhan Bains,Jaunpur,3,2,1609,6415020
2023-09-25,Navya Comar,Vijayawada,2,2,826,2274224
2023-09-29,Kiara Chakrabarti,Patna,4,1,1970,2042256
2023-09-04,Sumer Rau,Dindigul,2,1,784,3118591
2023-09-18,Dharmajan Issac,Raichur,4,0,997,9467086
2023-09-21,Kabir Swamy,Raipur,1,0,1839,9465773
2023-09-08,Piya Kapadia,Jaipur,4,1,1999,5658323
2023-09-04,Samaira Sangha,Aizawl,3,1,1471,7728206
2023-09-18,Indrans Jaggi,Uluberia,3,0,698,1624847
2023-09-12,Devansh Dhar,Jodhpur,1,0,1525,9428224
2023-09-17,Lakshay Kulkarni,Indore,3,0,1520,4266857
2023-09-18,Urvi Cherian,Bardhaman,3,0,1774,7935793
2023-09-24,Vedika Roy,Ludhiana,2,1,613,5597520
2023-10-01,Nakul Bal,Giridih,1,0,1940,5797750
2023-09-15,Ela Bhagat,Siliguri,3,2,1271,3804547
2023-09-29,Piya Balasubramanian,Chandigarh,1,0,861,5632818
2023-09-12,Charvi Boase,Asansol,1,2,1178,7807846
2023-09-29,Indrans Kakar,Faridabad,4,0,1408,6919799
2023-09-21,Arnav Maharaj,Gurgaon,4,1,1205,7849995
2023-09-07,Rohan Gill,Phagwara,3,1,1528,1507919
2023-09-28,Krish Ravi,Mirzapur,3,1,654,5605147
2023-09-04,Jhanvi Sawhney,Hindupur,4,2,1556,8027680
2023-09-16,Amira Batta,Surendranagar Dudhrej,1,0,1359,8318626
2023-09-27,Rania Yogi,Bhind,1,0,1953,9350126
2023-09-04,Ela Gandhi,Jalgaon,4,2,1263,8026974
2023-09-13,Mohanlal Kala,Tumkur,3,0,1016,9415133
2023-09-26,Gatik Rege,Kakinada,4,1,713,2284343
2023-09-16,Aarav Magar,Saharanpur,3,1,866,1936756
2023-09-04,Ayesha Bawa,Warangal,3,1,1568,9260491
2023-09-10,Vedika Dyal,Kirari Suleman Nagar,1,1,1066,3945021
2023-09-26,Emir Rau,Bihar Sharif,1,0,1240,8186619
2023-09-16,Bhavin Som,Sirsa,1,2,1756,3680429
2023-09-19,Arhaan Agarwal,Shimla,4,1,665,3417209
2023-09-05,Tushar Agarwal,Bangalore,4,2,1694,7863364
2023-09-29,Saira Tak,Cuttack,3,0,1048,3721729
2023-09-17,Aaina Dada,Maheshtala,2,2,1608,4552127
2023-09-07,Kaira Rout,Bally,1,2,1311,5915769
2023-09-27,Lagan Dhar,Dindigul,1,1,1707,2124164
2023-09-25,Umang Kohli,Dindigul,1,0,1276,9144389
2023-09-10,Adira Manda,Mirzapur,1,2,1702,9349367
2023-09-27,Emir Sanghvi,Medininagar,2,2,1741,6481606
2023-09-24,Biju Rama,Shimoga,3,1,1372,3658278
2023-09-07,Samiha Jha,Tiruchirappalli,3,1,1679,2826314
2023-09-26,Kaira Bera,Meerut,2,2,918,1026630
2023-09-19,Alisha Anand,Gwalior,1,1,1676,2450413
2023-09-10,Pihu Singhal,Chennai,2,2,998,3998364
2023-09-06,Kabir Acharya,Kottayam,4,2,1046,5697959
2023-09-04,Himmat Dhar,Miryalaguda,3,2,509,7663695
2023-09-04,Adira Rege,Yamunanagar,1,0,1516,5455858
2023-10-02,Ayesha Sundaram,Gurgaon,4,1,1959,5141952
2023-10-01,Purab Hayer,Berhampore,2,1,1122,5317887
2023-09-06,Biju Khosla,Jhansi,1,0,687,1303199
2023-09-07,Purab Bail,Saharsa,3,0,623,5094839
2023-09-06,Veer Bajaj,Ranchi,1,0,1486,8857287
2023-09-24,Veer Bala,Meerut,4,1,968,1922789
2023-09-20,Ryan Jayaraman,Belgaum,4,1,654,7574511
2023-09-05,Biju Toor,Nagpur,1,2,1615,1326750
2023-09-28,Hazel Garg,Berhampur,1,2,1748,6722072
2023-09-06,Nitara Kannan,Udupi,1,2,1766,3665831
2023-09-16,Farhan Kalla,Nagaon,1,1,1788,5507529
2023-09-30,Indrans Kala,Delhi,2,2,1635,2892253
2023-10-02,Divyansh Warrior,Sangli-Miraj & Kupwad,1,2,556,5283700
2023-09-08,Taran Zachariah,Guwahati,1,0,1965,3182544
2023-09-19,Urvi Buch,Jamalpur,4,1,742,6652395
2023-10-02,Kavya Krishna,Jamalpur,2,0,1129,9962402
2023-09-07,Yakshit Dhar,Gurgaon,4,1,1618,5462575
2023-09-07,Emir Dugar,Agra,2,2,1296,2083453
2023-09-29,Riya Lata,Coimbatore,2,2,1852,5930833
2023-09-17,Inaaya  Bhandari,Ratlam,1,1,651,2273542
2023-09-23,Sana Kohli,Rohtak,4,1,1724,6426272
2023-09-09,Pihu Apte,Rajpur Sonarpur,3,2,1188,2607564
2023-09-25,Kanav Vasa,Amritsar,4,0,988,6194523
2023-09-27,Prisha Anne,Nadiad,1,2,1151,8008524
2023-09-10,Nayantara Lal,Malegaon,4,1,1455,4399851
2023-09-17,Anya Majumdar,Panvel,2,0,1795,7743283
2023-09-13,Prerak Madan,Bhiwani,4,2,828,8208418
2023-09-06,Pranay Warrior,Guwahati,1,1,1517,4676302
2023-09-22,Tejas Atwal,Aurangabad,2,0,1156,2768914
2023-09-17,Saanvi Bhargava,Karimnagar,1,0,873,7560728
2023-09-16,Emir Ramaswamy,Ajmer,3,0,1913,4417200
2023-09-06,Divyansh Sibal,Bellary,2,0,891,9873527
2023-10-01,Madhav Walia,Bhilai,3,1,1033,7669204
2023-09-18,Elakshi Acharya,Akola,2,0,1447,9186768
2023-09-06,Saira Chatterjee,Ambattur,1,0,713,8363095
2023-09-11,Indrans Dhaliwal,Bathinda,3,0,674,4729707
2023-09-29,Keya Sastry,Kollam,1,2,768,5834825
2023-09-24,Nitara Tara,Bhilai,4,0,925,2307111
2023-09-08,Kanav Gandhi,Warangal,1,1,2000,4418853
2023-09-24,Siya Lalla,Darbhanga,1,2,1493,2304248
2023-09-16,Mishti Goyal,Jehanabad,3,0,589,9603984
2023-09-20,Shaan Venkataraman,Nagpur,3,2,1590,2044359
2023-09-13,Yasmin Sachdev,Bhagalpur,2,0,1007,1928600
2023-09-16,Rhea Bhat,Katihar,1,1,569,7737380
2023-09-16,Ivana Dutta,Kamarhati,1,1,696,7400041
2023-09-27,Biju Vasa,Fatehpur,3,0,1163,9367761
2023-09-29,Jivin Vaidya,Bhiwani,4,0,1746,9392180
2023-09-25,Vivaan Sawhney,Lucknow,4,0,1294,6391353
2023-09-29,Saksham Vig,Cuttack,2,2,915,9220773
2023-10-02,Divit Sethi,Amaravati,1,1,1285,1437039
2023-09-30,Raunak Raval,Ozhukarai,3,1,1503,7003968
2023-09-22,Hazel Dey,Ramgarh,2,0,947,9773771
2023-09-23,Indrans Sidhu,Ratlam,3,0,1236,9285476
2023-09-26,Neysa Sunder,Deoghar,3,1,867,4399354
2023-09-08,Aradhya Apte,Mathura,1,1,606,5499273
2023-09-29,Yashvi Sampath,Farrukhabad,4,1,731,4327994
2023-09-08,Ojas Krishnan,Machilipatnam,1,2,915,4886706
2023-09-30,Alia Bawa,Imphal,4,0,570,9847054
2023-09-26,Armaan Khalsa,Rajahmundry,2,0,922,2824198
2023-09-15,Yuvaan Goel,Bhimavaram,4,1,1170,6371554
2023-09-21,Madhup Tiwari,Gulbarga,2,2,1946,9077801
2023-09-26,Oorja Shere,Raipur,2,2,1032,3016884
2023-10-01,Manjari Tandon,Thanjavur,1,0,787,7990875
2023-09-22,Riaan Deep,Ongole,3,2,1194,2268557
2023-09-15,Nitya Saran,Gudivada,1,2,1441,7715145
2023-09-17,Myra Srivastava,Bhavnagar,1,0,908,3454260
2023-09-04,Emir Deshpande,Patna,3,2,1709,6620109
2023-09-06,Riya Chana,Korba,1,2,1378,8063444
2023-09-07,Krish Bose,Agartala,1,2,1479,8978069
2023-09-30,Madhup Bassi,Raurkela Industrial Township,2,0,1855,5816479
2023-09-06,Samiha Sachar,Raurkela Industrial Township,3,0,580,4495125
2023-09-20,Sumer Sodhi,Aurangabad,3,0,1930,2062150
2023-09-21,Yuvraj  Walla,Tinsukia,4,1,1663,1741023
2023-09-14,Zain Banerjee,Malda,1,0,661,4148520
2023-09-23,Taimur Srinivasan,Alwar,3,1,517,9159044
2023-10-02,Zain Ramachandran,Adoni,1,1,1918,5028521
2023-09-21,Tarini Shanker,Mahbubnagar,3,2,1207,8648634
2023-09-10,Bhavin Sahni,Warangal,1,2,624,7638565
2023-09-05,Vritika Yadav,New Delhi,4,1,1182,1122376
2023-09-24,Vidur Sridhar,Shivpuri,2,1,533,2188842
2023-09-14,Vihaan Kuruvilla,Solapur,3,0,1946,3300910
2023-09-12,Sana Hayer,Bhavnagar,2,0,820,1232926
2023-09-19,Badal Kapoor,Nandyal,1,1,583,6016779
2023-10-01,Samiha Bhakta,Shimoga,2,1,663,4257014
2023-09-18,Elakshi Baral,Jorhat,1,1,1064,5614571
2023-09-20,Zain Gulati,Rohtak,1,0,1171,5315499
2023-09-08,Vritika Khanna,Proddatur,4,1,1381,7407873
2023-09-05,Reyansh Sachdev,Bally,3,2,1893,9215359
2023-09-23,Pihu Raval,Bokaro,1,1,1158,4598224
2023-10-02,Heer Khare,Durgapur,1,0,527,3435944
2023-10-02,Saira Dass,Raipur,2,2,735,8125845
2023-09-04,Onkar Datta,Ambattur,1,0,1192,2686408
2023-09-05,Yuvraj  Badal,Agartala,4,0,1572,3495069
2023-09-07,Aarush Bhatt,Belgaum,3,0,737,6120548
2023-09-25,Ehsaan Brahmbhatt,Rajkot,2,2,1168,4012531
2023-10-01,Azad Bera,Shahjahanpur,2,0,1374,8063543
2023-09-27,Keya Ramesh,Bhilwara,2,1,1250,8902746
2023-09-11,Rasha Butala,Gudivada,3,1,1537,8183772
2023-09-17,Jivika Deep,Jalna,1,0,668,3241148
2023-09-23,Vardaniya Deep,Phusro,1,0,1226,9786120
2023-09-06,Drishya Mane,Agra,4,1,1741,2938653
2023-09-30,Zain Gaba,Giridih,1,2,1066,5487664
2023-09-26,Sana Rao,Singrauli,1,2,749,9178406
2023-09-14,Anvi Som,Dehradun,3,0,1230,2171119
2023-10-02,Tiya Biswas,Shahjahanpur,3,0,946,2027339
2023-09-12,Madhup Srinivasan,Rourkela,2,0,1029,3394155
2023-09-15,Taimur Saini,Chandrapur,1,2,819,1797252
2023-09-25,Dhanush Bose,Gaya,1,1,1558,3852036
2023-09-16,Zaina Arya,Firozabad,1,1,951,8088079
2023-09-18,Shamik Sachar,Kollam,3,2,1710,5682282
2023-09-18,Aaina Varughese,Mehsana,2,0,1079,8341602
2023-10-02,Sumer Koshy,Visakhapatnam,4,2,1697,5153340
2023-09-30,Ela Deo,Thiruvananthapuram,4,0,1754,8073332
2023-09-17,Adah Din,Rajpur Sonarpur,2,1,1134,5639631
2023-09-13,Krish Hayer,Shimoga,1,0,1588,3119321
2023-09-09,Miraya Ahuja,Warangal,1,2,1987,4496942
2023-09-22,Tara Bobal,Faridabad,3,2,689,2472793
2023-09-23,Divyansh Sunder,Yamunanagar,3,1,847,8003657
2023-10-01,Rasha Chakrabarti,Haridwar,1,1,1000,7358664
2023-09-11,Jivin Banik,Berhampur,1,0,704,4399689
2023-09-13,Kabir Wali,Tiruppur,2,0,1873,5792051
2023-09-07,Prerak Chaudhari,Miryalaguda,1,0,1307,2470817
2023-09-18,Zain Singhal,Tinsukia,1,2,1747,6786878
2023-09-09,Saira Krishnan,Patna,4,2,1378,9656182
2023-09-19,Kiara Garg,Madanapalle,1,2,1180,6465104
2023-09-18,Anahi Sha,Nizamabad,4,0,1968,8777338
2023-09-16,Vidur Bhatt,Raipur,2,0,1480,7087484
2023-09-27,Rati Jhaveri,Hubli–Dharwad,4,2,816,3595256
2023-09-26,Shalv Sura,Bhilwara,3,0,1209,9031207
2023-09-09,Indrans Karpe,Rohtak,1,1,1450,3672795
2023-09-18,Jivika Shan,Delhi,4,0,1229,2688049
2023-09-22,Abram Balan,Panihati,3,2,983,2966683
2023-09-22,Kabir Dass,Mira-Bhayandar,2,0,1163,9029798
2023-09-28,Ehsaan Sachdeva,Nagercoil,1,1,1461,5808443
2023-09-30,Prisha Seth,Bidhannagar,2,2,1832,1395964
2023-09-22,Elakshi Balasubramanian,Sikar,3,0,753,4965086
2023-09-28,Tarini Thaker,Sri Ganganagar,3,0,1756,1885712
2023-09-16,Kabir Master,Bhopal,2,0,563,1478104
2023-09-10,Anahita Vasa,Guna,1,0,772,3672405
2023-09-22,Anvi Roy,Nagpur,1,2,570,5755732
2023-09-26,Ojas Bali,Kirari Suleman Nagar,1,2,1750,7307499
2023-09-11,Aradhya Bose,Rewa,4,0,742,4372246
2023-09-22,Dhanush Dora,Bhilai,2,1,696,9605403
2023-09-06,Kiaan Tandon,Shivpuri,4,0,1799,9433765
2023-09-18,Elakshi Talwar,Muzaffarpur,2,2,506,4633846
2023-09-09,Diya Doshi,Thanjavur,2,1,1689,9416412
2023-09-26,Rohan Sankar,Davanagere,4,1,1524,5778982
2023-09-23,Hridaan Dugar,Jamnagar,3,0,1278,4331584
2023-10-01,Lavanya Goel,Bilaspur,2,2,940,4449017
2023-09-07,Raunak Srinivas,Nashik,3,2,513,9110625
2023-09-16,Yasmin Malhotra,Jalandhar,4,2,1667,3052290
2023-09-12,Eva Arya,Bihar Sharif,2,2,835,8828226
2023-09-09,Ranbir Issac,Junagadh,3,0,1630,3823690
2023-09-04,Advika Krishnamurthy,Durg,1,1,1830,8247914
2023-09-10,Rasha Yohannan,Eluru,2,1,1660,6776469
2023-09-18,Ranbir Sarma,Gandhinagar,4,2,1949,8005586
2023-09-22,Divyansh Dave,Malda,4,1,1150,6358301
2023-09-30,Vardaniya Sant,Morena,1,0,931,1402128
2023-09-25,Trisha Kakar,Tiruppur,3,1,1757,2067469
2023-09-29,Ranbir Golla,Bettiah,4,2,1973,1019799
2023-09-24,Ahana  Issac,Suryapet,4,0,798,5450204
2023-09-14,Purab Dube,Nizamabad,3,1,1718,6709107
2023-09-30,Kimaya Trivedi,Loni,1,0,1888,2772669
2023-09-21,Jayan Brahmbhatt,Saharsa,3,0,1722,6597286
2023-09-22,Raghav Divan,Srikakulam,4,0,566,2958446
2023-09-05,Ojas Deshpande,Madanapalle,4,2,1372,4088364
2023-09-20,Umang Bera,Hospet,4,2,1472,5758576
2023-10-01,Ela Goel,Berhampur,4,0,1204,7886879
2023-09-28,Hrishita Banerjee,Guntakal,4,0,1401,3131615
2023-09-25,Eshani Bahl,Karimnagar,3,1,1613,5122065
2023-09-25,Mamooty Garde,Raiganj,4,0,603,7857781
2023-09-11,Kimaya Bail,Tadepalligudem,2,0,1673,2846106
2023-09-14,Adira Dani,Uluberia,3,0,1999,9326736
2023-09-22,Arhaan Baria,Bhalswa Jahangir Pur,3,1,1566,8511912
2023-09-20,Madhup Grover,Ambattur,4,2,1241,3565321
2023-09-08,Arhaan Chokshi,Ghaziabad,1,0,705,8675766
2023-09-17,Samar Bhatti,Bharatpur,1,0,1427,5113288
2023-09-26,Aayush Kothari,Ahmednagar,4,2,1839,6257869
2023-09-07,Ela Sehgal,Jamshedpur,1,1,622,2933477
2023-09-09,Manikya Mahal,Madanapalle,2,2,1973,5894573
2023-09-09,Saksham Zacharia,Chapra,4,1,1668,7748143
2023-09-06,Vivaan Borah,Ahmednagar,2,0,554,3765304
2023-09-08,Arhaan Goel,Jalgaon,4,2,1847,6100258
2023-09-25,Reyansh Shenoy,Tadipatri,1,1,1363,7196763
2023-09-05,Kiara Hayer,Satara,3,2,1538,5971286
2023-09-28,Adira Hari,Medininagar,2,1,1076,7054129
2023-10-02,Alia Roy,Bhubaneswar,1,2,716,9198414
2023-09-13,Mahika Bhattacharyya,Visakhapatnam,4,0,1959,8348693
2023-09-15,Armaan Dasgupta,Kamarhati,3,1,1895,5593977
2023-09-28,Yuvraj  Bhattacharyya,Bokaro,2,1,1172,4338902
2023-09-13,Jivin Luthra,Dehradun,4,0,1059,2997528
2023-09-12,Miraya Atwal,Khammam,3,0,1605,3196689
2023-09-21,Shayak Kurian,Tinsukia,2,0,1112,9583830
2023-09-06,Jayan Devi,Imphal,3,1,1282,6058158
2023-09-11,Nitara Comar,Kakinada,3,2,623,3591464
2023-09-05,Zaina Keer,Nellore,2,0,1725,9398366
2023-09-18,Aayush Shah,Malda,4,0,1179,1927767
2023-09-17,Vihaan Amble,Hyderabad,4,1,1448,8544295
2023-09-30,Zara Vala,Morena,1,1,819,8875258
2023-09-04,Armaan Mangal,Pudukkottai,2,1,956,6072604
2023-09-16,Taimur Luthra,Hosur,4,1,847,9142014
2023-09-05,Mahika Chandra,Sikar,2,2,1088,9997792
2023-10-01,Tanya Mahal,Guntur,3,1,1736,6175654
2023-09-17,Elakshi Rajagopalan,Panipat,4,0,809,9849335
2023-09-14,Stuvan Bahri,Vijayawada,2,1,851,9767341
2023-09-05,Misha Dara,Shahjahanpur,2,0,954,4396549
2023-09-14,Suhana Issac,Suryapet,2,1,1978,8822446
2023-09-28,Yuvaan Dubey,Chandigarh,4,1,1980,9779661
2023-09-15,Dharmajan Chaudhari,Gurgaon,2,2,1734,7052795
2023-10-01,Anahita Subramaniam,Bhind,4,0,1646,8684308
2023-09-28,Madhup Ghosh,Sambalpur,3,0,1616,4861841
2023-09-07,Shaan Vohra,Rewa,4,0,1503,1100073
2023-09-26,Arnav Batta,Pondicherry,1,1,1966,5211131
2023-09-16,Mahika Kaul,Bangalore,1,2,1091,9111266
2023-09-16,Yasmin Vohra,Rajpur Sonarpur,1,1,1236,4698221
2023-09-17,Kartik Goda,Sasaram,1,2,1041,6535864
2023-09-19,Saira Sane,Chandrapur,4,2,1331,6839759
2023-09-09,Vivaan Sur,Bhiwani,2,2,1554,3361770
2023-09-15,Heer Wagle,Alwar,4,1,1400,2836398
2023-09-22,Saksham Thaker,Shivpuri,1,2,1508,6115983
2023-10-02,Taimur Borah,Naihati,3,0,666,6703041
2023-09-25,Drishya Chanda,Mango,1,1,1944,6360999
2023-10-01,Ayesha Salvi,Rourkela,3,0,1706,6435086
2023-09-18,Kartik Majumdar,North Dumdum,4,1,821,2059836
2023-09-28,Prisha Magar,Ulhasnagar,3,2,1933,7875368
2023-09-26,Tiya Subramanian,Kamarhati,3,0,1500,6519396
2023-09-27,Baiju Badami,Munger,3,2,1594,3545384
2023-09-24,Madhav Roy,Bidar,2,2,577,3062255
2023-09-21,Nakul Kala,Arrah,4,1,1717,8870990
2023-09-20,Pranay Dhawan,Ludhiana,1,1,1347,7006636
2023-09-05,Reyansh Mane,Lucknow,3,1,1811,2476446
2023-09-17,Suhana Bajwa,Pali,4,0,525,3537310
2023-09-06,Rati Chauhan,Kakinada,3,0,1371,4139528
2023-09-05,Faiyaz Ramakrishnan,Madanapalle,3,0,1575,5294624
2023-09-10,Ehsaan Agarwal,Ichalkaranji,2,1,1668,9551106
2023-09-20,Rania Ramaswamy,Jamnagar,4,0,637,1319773
2023-09-17,Oorja Dewan,Bidar,3,1,937,8547349
2023-09-18,Emir Chana,Saharsa,3,0,1372,9983481
2023-09-04,Nirvi Balasubramanian,Unnao,2,1,1875,8175190
2023-09-13,Prerak Batra,Varanasi,1,1,1734,2737651
2023-10-01,Arhaan De,Tadipatri,3,1,655,9598037
2023-09-25,Aarna Deol,Junagadh,2,1,1036,1305011
2023-09-10,Ela Reddy,Chandrapur,3,0,1933,2998140
2023-09-05,Raghav Bhandari,Motihari,1,1,1156,6833384
2023-10-01,Siya Bhatnagar,Junagadh,4,1,598,4810886
2023-09-17,Indrajit Ratti,Rajpur Sonarpur,4,0,597,1130435
2023-09-09,Aaryahi Sen,Danapur,3,2,917,2956021
2023-09-04,Nehmat Garde,Arrah,4,1,748,4772883
2023-09-13,Riya Goel,Junagadh,4,2,1594,5881542
2023-09-10,Riya Date,Shimoga,3,2,1418,7130120
2023-10-01,Miraya Dhar,Srikakulam,3,0,538,1572859
2023-09-10,Darshit Bali,Thane,2,1,1508,2610921
2023-09-25,Aarav Kale,Jalandhar,1,1,500,4402346
2023-09-16,Ivana Ganesh,Surat,3,0,820,9948719
2023-09-05,Taran Bora,Mango,3,1,566,6121110
2023-09-16,Anaya Ravi,Mahbubnagar,4,1,645,1138063
2023-09-26,Madhup Ganesh,Aizawl,4,2,1039,6571242
2023-09-29,Aayush Chopra,Ahmedabad,2,2,1946,3381748
2023-09-28,Renee Zacharia,Nanded,2,1,1492,7098370
2023-09-29,Hunar Bajaj,Jamshedpur,3,0,866,9393219
2023-09-21,Divit Sawhney,Thane,1,0,1972,9394132
2023-10-02,Madhup Kata,Nadiad,4,0,1266,3781249
2023-09-08,Anya Dar,Ajmer,2,1,1861,2544366
2023-09-06,Reyansh Iyengar,Sasaram,1,2,526,8986594
2023-09-08,Shanaya Sandal,Kochi,1,2,1468,7299415
2023-09-29,Kartik Aurora,Ajmer,2,0,1475,1056566
2023-09-26,Vardaniya Chada,Tumkur,1,1,930,4976472
2023-09-06,Kartik Srinivasan,Raipur,1,1,730,6838780
2023-09-16,Akarsh Sastry,Latur,3,1,1222,4517628
2023-09-23,Akarsh Bains,Karawal Nagar,1,1,972,5989014
2023-09-15,Anika Goel,Saharanpur,3,2,615,3730264
2023-10-02,Kavya Banerjee,Moradabad,3,2,1508,5745044
2023-09-26,Rhea Aurora,Dewas,1,1,1108,4033199
2023-09-22,Suhana Kulkarni,Ratlam,3,0,762,1468254
2023-09-30,Stuvan Bakshi,Kakinada,1,0,608,4459494
2023-09-04,Mamooty Deep,Tirunelveli,1,1,1770,6587549
2023-10-01,Himmat Kamdar,Gandhidham,4,2,1922,9291507
2023-09-07,Anay Sethi,Rohtak,2,2,1638,3072960
2023-09-12,Ishita Sidhu,Bihar Sharif,1,1,685,1932498
2023-09-16,Khushi Brar,Srikakulam,3,1,1384,2427023
2023-09-29,Eshani Gaba,Nashik,1,1,1811,5072600
2023-09-12,Indrans Solanki,Thiruvananthapuram,3,0,662,8143608
2023-09-22,Ahana  Kalita,Khammam,3,0,1927,2101834
2023-09-23,Zeeshan Bandi,Madurai,1,0,1605,6853672
2023-09-05,Vidur Contractor,Kirari Suleman Nagar,4,1,705,8415208
2023-10-02,Madhup Maharaj,Coimbatore,2,1,844,2934951
2023-09-16,Damini Borah,Saharsa,4,1,718,4897870
2023-10-02,Ishita Roy,Morena,3,1,1403,2846117
2023-10-02,Veer Venkatesh,Mirzapur,3,1,1697,8773776
2023-09-30,Armaan Wali,Ghaziabad,2,1,1155,4126304
2023-09-23,Emir Ghosh,Kozhikode,4,0,515,7564576
2023-09-30,Saksham D’Alia,Sirsa,3,0,1376,4298845
2023-09-26,Ritvik Dixit,Jalandhar,1,0,1909,1891417
2023-09-10,Diya Rama,Mira-Bhayandar,4,0,648,3534073
2023-09-28,Manikya Majumdar,Secunderabad,3,2,1354,4019903
2023-09-15,Vaibhav Kaur,Shahjahanpur,3,2,1475,1089592
2023-09-13,Anika Mallick,Danapur,3,0,881,8662765
2023-09-19,Kaira Saini,Davanagere,3,1,1979,3938992
2023-09-24,Alia Tandon,Panipat,4,2,545,1582087
2023-09-23,Kimaya Butala,Kozhikode,4,1,1630,7995253
2023-09-10,Miraya Lanka,Alappuzha,2,2,959,4445660
2023-09-30,Romil Sachdeva,Ajmer,2,1,1631,6485270
2023-09-15,Lakshay Badal,Patna,2,1,902,2660002
2023-09-08,Myra Master,Gaya,2,2,1625,5902138
2023-09-13,Miraya Bhasin,Sagar,2,2,639,9252183
2023-09-16,Purab Karpe,Sikar,2,2,1313,5368820
2023-09-29,Diya Trivedi,Ozhukarai,4,1,826,7801154
2023-09-24,Baiju Gour,Rewa,4,0,1333,2429153
2023-09-18,Darshit Edwin,Mangalore,1,1,1647,6350041
2023-09-04,Hrishita Balan,Thanjavur,2,2,1783,6185529
2023-09-15,Himmat Ranganathan,Coimbatore,3,1,1900,7464719
2023-09-17,Anika Bath,Avadi,2,2,1016,8281393
2023-09-06,Manjari Talwar,Tadepalligudem,4,2,1130,8744148
2023-09-17,Siya Kumer,Alwar,2,2,1299,2966157
2023-09-20,Umang Sahota,Kulti,3,2,539,1937278
2023-09-12,Samiha Bhatt,Bahraich,3,0,1581,7950175
2023-09-28,Krish Loyal,Karimnagar,2,1,944,4513066
2023-09-13,Hrishita Chandran,Kota,4,0,1786,2261584
2023-09-19,Nehmat Srinivas,Burhanpur,4,0,1754,2761118
2023-09-19,Indrans Tiwari,Agra,2,0,1077,6064089
2023-09-19,Gokul Swaminathan,Bhind,1,1,1934,9511123
2023-09-12,Biju Chaudry,Bhopal,3,0,580,7350681
2023-09-06,Ranbir Madan,Anantapur,1,2,835,4342130
2023-09-17,Inaaya  Kulkarni,Siwan,2,2,1743,4973957
2023-09-22,Ela Karan,Sangli-Miraj & Kupwad,4,1,1704,2807988
2023-09-26,Kavya Thaman,Khandwa,2,1,749,9417148
2023-09-04,Madhav Kohli,Jehanabad,1,2,945,2267790
2023-09-29,Dharmajan Kunda,Bhopal,3,2,1457,5755072
2023-09-15,Anvi Vasa,Morena,1,0,1574,2394182
2023-09-13,Mannat Din,Bhimavaram,1,0,1682,7063775
2023-10-02,Rati Sule,Arrah,4,1,1764,1138114
2023-09-12,Indrajit Shetty,Farrukhabad,4,0,1233,7679000
2023-10-01,Divyansh Lalla,Loni,3,2,1370,2516300
2023-10-02,Amira Shanker,Nagaon,4,1,846,4021993
